Regen_Plot,Exclude,NOTES
SIM1000031,m,no visible seed sources; POSSBLE ON OLD SKID TRAIL; MNT. Dogwood possible ____ Ossier (can't read handwriting)
SIM1000032,,no visible seed sources. Invasive thistle
SIM1000033,,Several Jeffrey pine cones on fire??. Open grassland
SIM1000034,m,"no visible seed source; PIPO may be planted, double check on map; invasive morning glory"
SIM1000036,,
SIM1000037,,no visible seed sources.
SIM1000038,,no visible seed sources
SIM1000039,,no seed trees visible; no regen
SIM1000041,,
SIM1000042,,off the road but just next to the road
SIM1000043,,LIDE's producing acorns.
SIM1000044,,Inv. Thistle. On a Scree slope
SIM1000045,m,plot in planted zone. No seed trees visible
SIM1000046,,no fire severity; no visible seed sources; Invasive Morning Glory
SIM1000047,,INVASIVES: Morning glory
SIM1000048,nf,Plot located in seep.
SIM1000049,,"invasives - LALE, thistle"
SIM1000050,,no aspect recorded; invasive thistle
SIM1000051,,
SIM1000052,,
SIM1000053,m,"plantation site, none planted in plot"
SIM1000054,nf,plot in drainage/riparian area
SIM1000055,,
SIM1000056,,INVASIVES: Morning glory
SIM1000058,,
SIM1000059,,
SIM1000060,,
SIM1000061,,no hardwood seed source visible.
SIM1000062,,
SIM1000063,,Ferns
SIM1000065,,
SIM1000068,,
SIM1000069,,
SIM1000070,,
SIM1000071,,
SIM1000072,,Moved plot 10m off of drainage.  Inv: thistle
SIM1000073,m,Area looked planted. . . .
SIM1000074,,*76 in GPS
SIM1000075,,Ferns
SIM1000076,,"Invasive thistle; Ferns; Burned, dead PSME in plot has cones on it - seed source??"
SIM1000078,,in drainage.
SIM1000079,,
SIM1000080,,no conifer seed source
SIM1000081,,
SIM1000082,,
SIM1000083,,
SIM1000084,,
SIM1000085,,invasive thistle
SIM1000086,,"no live conifer seed source in immediate area, closest is 200m"
SIM1000087,,
SIM1000088,,invasive thistle
SIM1000089,,
SIM1000090,,
SIM1000091,,
SIM1000092,,
SIM1000093,,
SIM1000094,,
SIM1000095,,
SIM1000096,,invasive LACE. Plot just off the road
SIM1000097,,
SIM1000098,,
SIM1300008,,CONTROL. BAF 10
SIM1300021,,CONTROL
SIM1300034,,CONTROL. BAF 40
SIM1300068,,CONTROL. BAF 40
SIM1300081,,CONTROL
SIM1300149,,CONTROL
SIM1300157,,CONTROL. BAF 40
SIM1300168,,CONTROL. BAF 40
SIM1300170,,CONTROL. BAF 40
SIM1300175,,CONTROL
SIM1300176,,CONTROL. BAF 40
SIM1300180,,CONTROL. BAF 40
SLD1200027,,
SLD1200035,,
SLD1200036,,
SLD1200043,m,PLANTED PIPOS IN VACINITY
SLD1200045,,
SLD1200046,,
SLD1200047,,
SLD1200048,,
SLD1200053,,
SLD1200054,,
SLD1200061,,
SLD1200066,,
SLD1200067,,
SLD1200068,,
SLD1200069,,
SLD1200070,,
SLD1200071,,
SLD1200074,,
SLD1200075,,
SLD1200078,,"BETWEEN PLOT 81 AND THIS ONE, PASSED BY PLANTED PIPO'S."
SLD1200079,,
SLD1200081,,
SLD1200110,,PLOT CENTER IS 1.5m N IF FLAGGED QUKE RESPROUT.
SLD1200111,,
SLD1200112,,
SLD1200117,,
SLD1200118,,PLOT CENTER 1m SW OF FLAGGING TAPE
SLD1200119,,
SLD1200122,,
SLD1200123,,
SLD1200124,,
SLD1200131,,
SLD1200132,,
SLD1200149,,BAF 10
SLD1200150,,
SLD1200151,,
SLD1200152,,
SLD1200157,,
SLD1200158,,
SLD1200159,,"BARE AREA, ROCKY"
SLD1200160,,
SLD1200161,,
SLD1200165,,BAF 10
SLD1200166,,
SLD1200270,,
SLD1200271,,
SLD1200272,,
SLD1200288,,
SLD1200301,,
SLD1200401,,
SLD1200403,,
SLD1200416,,NO HEIGHT OR AGE DATA ON QUCH SAPLING
SLD1200417,,PLOT CENTER IS 4.6m @200 DEGREES FROM ORANGE FLAGGING ON ARPA
SPA1000001,,inv: BRTE
SPA1000002,,
SPA1000003,,
SPA1000004,,Inv: BRTE
SPA1000005,,
SPA1000015,,
SPA1000016,,
SPA1000017,,
SPA1000020,,
SPA1000021,,
SPA1000022,,
SPA1000024,,
SPA1000025,,
SPA1000026,,
SPA1000027,,
SPA1000028,,
SPA1000029,,Inv: BRTE
SPA1000030,,
SPA1000031,,
SPA1000032,,
SPA1000033,,
SPA1000034,,
SPA1000035,,
SPA1000036,,
SPA1000037,,
SPA1000038,,
SPA1000039,,
SPA1000040,,
SPA1000041,,SASC
SPA1000042,,Plot moved off road 10 meters to the South.
SPA1000043,,PDOP: 4M
SPA1000044,,INVASIVES: thistle
SPA1000045,,Plot moved 20 meters to the West due to rock outcropping/cliff.
SPA1000046,,
SPA1000047,,
SPA1000048,,
SPA1000049,,
SPA1000050,,
SPA1000051,,
SPA1000052,,Inv: BRTE
SPA1000053,,Inv: BRTE.  Moved plot 15m at 90 degress out of streambed.
SPA1000054,,INVASIVES: morning glory
SPA1000055,,
SPA1000056,,
SPA1000057,,
SPA1000058,,
SPA1000059,,PDOP: 6M. INVASIVES: cheat grass
SPA1000060,,no visible conifer seed sources. Inv: BRTE
SPA1000061,,
SPA1000062,,Area within plot and around had a strangely high # of conifer seedlings as there were no visible seed sources. INVASIVES: morning glory
SPA1000063,,
SPA1000064,,
SPA1000065,,
SPA1000066,,
SPA1000067,,PDOP: 11M. Complete rock field with island of oak/madrone in middle. Plot next to trees.
SPA1000068,,"East side of river canyon, seed source across canyon. INVASIVES: bull thistle, LACE, cheat grass."
SPA1000069,,"INVASIVES: LACE. On a rocky canyon wall, seed source across canyon."
SPA1000070,,"INVASIVES: LACE, cheat grass"
SPA1000071,,"Plot next to old log structure, woody debris stacked by man."
SPA1000072,,
SPA1000073,,
SPA1000074,,
SPA1000075,,INVASIVES: cheat grass
SPA1000076,,"INVASIVES: morning glory, LACE. Seed source across canyon."
SPA1000077,,INVASIVES: LACE. Seed source across canyon.
SPA1000078,,"INVASIVES: LACE, cheat grass"
SPA1000079,nf,"INVASIVES: LACE, morning glory, cheat grass. Edge of small stream, criss cross of streams."
SPA1000080,,
SPA1000081,,
SPA1000082,,
SPA1000083,,
SPA1000084,,
SPA1000085,,INVASIVES: cheat grass
SPA1000086,,INVASIVES: cheat grass
SPA1000087,,Plot located on an elevated bank. East side of plot had a slope of 15 while West side of plot had a slope of 35 but overall slope along aspect was 5. INVASIVES: cheat grass.
SPA1000088,,INVASIVES: cheat grass
SPA1000089,,"INVASIVES: cheat grass, thistle"
SPA1000090,,
SPA1000091,,Ferns in plot.
SPA1000092,,Plot just outside burn area.
SPA1000093,,QUKE saplings might all be part of one tree.
SPA1000094,,
SPA1000095,,INVASIVES: cheat grass
SPA1000096,,INVASIVES: cheat grass
SPA1000097,,INVASIVES: cheat grass
SPA1000098,,
SPA1000099,,INVASIVES: morning glory
SPA1000102,,
SPA1000103,o,"INVASIVES: cheat grass, thistle"
SPA1000104,,INVASIVES: cheat grass
SPA1000105,,INVASIVES: cheat grass
SPA1000106,,
SPA1000107,,
SPA1000108,,
SPA1000111,,
SPA1000113,,INVASIVES: cheat grass
SPA1000114,,
SPA1000115,,
SPA1000116,,moved plot approx 10m at 75degrees
SPA1000117,,
SPA1000118,,
SPA1000119,,INVASIVES: cheat grass. Plot near road.
SPA1000120,,INVASIVES: cheat grass
SPA1000121,,
SPA1000122,,
SPA1000123,,
SPA1000124,,
SPA1000125,,
SPA1000126,,Inv: Cheat grass
SPA1000127,,
SPA1000128,,
SPA1000129,,INVASIVES: cheat grass
SPA1000130,,"INVASIVES: wooly mullein, thistle, cheat grass"
SPA1000131,,
SPA1000132,,
SPA1000134,,Cirsium occidentale (var. California Thistle) in plot
SPA1000135,,
SPA1000136,,
SPA1000137,,"Inv: Cheat grass, LACE"
SPA1000138,,
SPA1000139,,
SPA1000140,,no regen in plot.
SPA1000141,,no regen in plot. No seed trees.
SPA1000142,,no visible seed trees. No seedling regen
SPA1000143,,no seed trees
SPA1000144,,Ferns in plot.
SPA1000145,,
SPA1000147,,INV: THISTLE
SPA1000148,,Ferns
SPA1000149,,
SPA1000150,,los of meadow lotus in plot. Lotus oblongifolius. No regen in plot
SPA1000156,,
SPA1000159,,
SPA1000160,,
SPA1000161,,no regen in plot.
SPA1000166,,INVASIVES: morning glory
SPA1000167,,INVASIVES: morning glory
SPA1000171,,INVASIVES: morning glory
SPA1000172,,
SPA1000173,,
SPA1000174,,
SPA1000175,,INVASIVES: morning glory
SPA1000176,,
SPA1000177,,
SPA1000178,,
SPA1010001,,control plot
SPA1010002,,control plot
SPA1010003,,
SPA1010005,,control plot
SPA1010006,,control plot
SPA1010007,,control plot
SPA1010008,m,signs of logging near plot.  Control plot
SPA1010009,,control plot
SPA1010010,,control plots
SPA1010011,,control plot
SPA1010013,,control plot
SPA1010015,,control plot. Moved 20 m off road to west.
SPA1010016,,control plot
SPA1010017,,control plots
SPA1010018,,control plot
SPA1010019,,
STY0900001,,"Cheatgrass +, Thistle"
STY0900002,,"LACE +, Cheatgrass +, large stand of 2 yr black oak that did not burn adjacent to plot.  Significant conifer regeneration between plots 002 and 007."
STY0900005,,
STY0900006,,"Cheatgrass +, LACE"
STY0900007,,"LACE +, Cheatgrass +"
STY0900008,,Cheatgrass +
STY0900009,,"LACE +, Cheatgrass +."
STY0900011,,
STY0900012,m,"Cheatgrass +, LACE -, logged area."
STY0900013,,"Cheatgrass +, LACE -"
STY0900014,,"Cheatgrass +, LACE +"
STY0900016,,Cheatgrass +
STY0900017,m,"Heavily logged, Slash, Cheatgrass +, LACE -"
STY0900018,,Cheatgrass
STY0900019,,"Cheatgrass +, LACE"
STY0900020,m,"Whole area scraped from tree removal.  Cheatgrass +, LACE -"
STY0900021,,Cheatgrass
STY0900023,,Cheatgrass -
STY0900024,,Cheatgrass
STY0900025,,"LACE, Cheatgrass"
STY0900026,,Cheatgrass +
STY0900027,,Cheatgrass +
STY0900028,,LACE
STY0900029,,"Cheatgrass +, LACE -"
STY0900030,m,"Cheatgrass +, LACE +, logged area."
STY0900031,,Cheatgrass +
STY0900033,,"Cheatgrass, LACE & foxtail.  Grazing in area."
STY0900035,,CELE regen and survival.
STY0900036,m,"logged and grazed, LACE, Cheatgrass & Thistle."
STY0900037,m,"Planted area, burnt CEBE in plot, Cheatgrass +, LACE -."
STY0900038,,"CELE +, Cheatgrass +"
STY0900039,m,Some salvage in outlying areas.
STY0900040,m,"Hillside above salvaged, lots of blown down small/med trees in plot.  Heavy CEPR cover."
STY0900041,,
STY0900042,,"CELE +, Cheatgrass +, LACE -"
STY0900043,,Cheatgrass +
STY0900044,,"Very dry area, PIJE 40 m from plot center (7yr)."
STY0900045,,Some windthrow and lots in outlying area.
STY0900046,,Lots of windthrow just below ridgeline.
STY0900047,m,"Area salvaged, not planted.  Few shrubs, closest former QUKEs didn't resprout.  Lots tamsy mustard, salvage litter."
STY0900048,,Few trees in immediate area.
STY0900050,,1 m tall grass
STY0900051,,"Almost under big dead JUOC, some fescue, other native grasses, BASA, near ridgetop."
STY0900052,,"Cheatgrass +, LACE +, plot center shifted slightly off of bare rock."
STY0900053,,"Thistle -, LACE +, Cheatgrass +.  Logged area."
STY0900055,,"Just 4 m South of ""cutting unit boundry"" sign, just downhill from old road.  Logging slash as litter."
STY0900056,,"Salvaged downhill, possibly planted downhill."
STY0900057,,"CELE +, Cheatgrass -"
STY0900058,,Cheatgrass +
STY0900059,m,Near top of ridge.  Salvaged and planted areas nearby.
STY0900060,,Near topographic low point.
STY0900061,,Top of ridge.
STY0900062,,Cheatgrass +
STY0900063,m,Salvaged
STY0900064,m,Salvaged (no stumps inside plot).
STY0900065,,"CELE + (skeletons), Cheatgrass +, LACE -"
STY0900066,,"CELE + (skeletons), Cheatgrass +, LACE"
STY0900071,,"Cheatgrass +, LACE -"
STY0900072,,"LACE -, Cheatgrass +"
STY0900074,,LACE -
STY0900075,,"Under canopy of 5 live trees, no burn markings on any of the trees."
STY0900076,,"Cheatgrass +, LACE -."
STY0900077,,"CELE skeletons, Cheatgrass +, Thistle."
STY0900078,,Cheatgrass +
ZAC1200001,,"PLOT SURROUNDED BY TAGGED PSMA'S.  (#35, 171, 176).  VERY MINIMAL UNDERSTORY VEG.  MEDIUM CANOPY COVER DENSITY.  CONTROL"
ZAC1200002,,CONTROL
ZAC1200003,,CONTROL WITH PSMA REGEN
ZAC1200004,,MANY PSMA CONES.  MORE PSMA REGEN OBSERVED OUTSIDE PLOT.
ZAC1200021,,"HIGH SEVERITY, MEDIUM AND LARGE OAKS ARE COMPLETELY BURNED.  PLOT WAS NOT LOGGED INTO GPS."
ZAC1200022,,"LOW SEVERITY IN PLOT, HIGH OUTSIDE.  PSMA SEED SOURCE IS 87 DBH.  NOT LOGGED INTO GPS"
ZAC1200023,,"STEEP, FRAGILE SLOPE DOMINATED BY CEMO AND QUCH.  SOME PSMA'S ON RIDGE BELOW, SOME SNAGS WERE PSMA SAPLINGS.  NOT LOGGED INTO GPS"
ZAC1200024,,ONLY CROWNS OF CONIFERS SURVIVING.  NOT LOGGED INTO GPS
ZAC1200025,,"LARGE ROCK IN MIDDLE OF PLOT, 1/2 SPARSE OAKS UPHILL, 1/2 DENSE ELDER AND CEIN (RIPARIAN) BUT NO CONIFERS IN SIGHT.  PLOT NOT LOGGED INTO GPS."
ZAC1200026,,"RIPARIAN PLOT, BOTTOM OF CANYON, LOTS OF ELDERBERRY AND BIG LEAF MAPLE.  LARGER BURNED QUCH JUST OUTSIDE PLOT AND UPHILL.  PLOT NOT LOGGED INTO GPS."
ZAC1200033,,"ERODING SLOPE, MANY PSMA CONES PRESENT"
ZAC1200034,,MANY DEAD HARDWOODS AND GRASS.
ZAC1200036,,"HIGH SEVERITY BURN, MOSTLY CEIN W/ QUCH RESPROUTS IN AREA AND SOME ELDERBERRY.  NOT MANY PSMA'S."
ZAC1200037,,
ZAC1200038,,"QUCH'S MODERATELY BURNED AND RESPROUTING FURIOUSLY IN CANOPY.  LOTS OF OAK SEEDLINGS IN AREA, NO CONIFER SEEDLINGS SPOTTED.  RIPARIAN AREA IN CANYON BELOW IS BIG LEAF MAPLE, BAY, POISON OAK (MUCH DIFFERENT THAN CURRENT STAND)."
ZAC1200040,,DENSE BRUSH
ZAC1200043,,"OPEN AREA HIGH FIRE SEVERITY, LOW GROUND COVER."
ZAC1200084,,OPEN SHRUBBY AREA
ZAC1200087,,"DENSE SHRUBS, HIGH SEVERITY BURN, MANY SNAGS.  PICO SEEDLINGS OBSERVED EN ROUTE TO PLOT BUT NO SEEDLINGS WITHING 20m OF PLOT."
ZAC1200089,m,CUT BRUSH PILE
ZAC1200090,,
ZAC1200095,,
ZAC1200096,m,AREA LOOKS LIKE IT WAS THINNED AND LIGHTLY BURNED.  QUJO RESPROUTS FROM CUT STUMPS
ZAC1200097,,"LARGE OLDER GROWTH TREES, STEEP SLOPE"
ZAC1200099,,CONTROL.  NO CONIFERS.  NO DATA WAS RECORDED ON SAPLINGS
ZAC1200101,,PHOTO WAS TAKEN FROM NORTH OF PLOT CENTER
ZAC1200103,,PLOT CENTER NEXT TO ROCK FACE.
ZAC1200104,,
ZAC1200105,,
ZAC1200106,,
ZAC1200107,,
ZAC1200108,,
ZAC1200110,,QUJO APPEAR TO BE HYBRID OF QUJO AND QUBE
ZAC1200111,,SCORCH HEIGHT 3m OUTSIDE PLOT.
ZAC1200115,nf,"40ft PSMA BURNED COMPLETELY TO TOP OF CROWN.  PLOT SKIRTS RIPARIAN CREEK, LITTLE WATER.  BEAR CANYON TRAIL (.5m WIDE) BISECTS PLOT."
ZAC1200117,,"STEEP SLOPE WITH PINE CONES ABUNDANT.  MINER'S LETTUCE, TRACE GRASS, UNDERSTORY BURNED, CANOPIES OF TALLER TREES SINGED WITH MANY CANOPY RESPROUTS.  QUCH AND QUJO SEEM TO HAVE HYBRIDIZED."
ZAC1200118,,
ZAC1200121,,"CONTROL.  REALLY DENSE, NO CONIFERS, NO DATA TAKEN ON SAPLINGS"
ZAC1200122,,
ZAC1200123,,"NO TREES IN PLOT SURVIVED THE FIRE BUT HUGE PSMA'S OUTSIDE PLOT SURVIVED, QUCH'S TOO.  CEMO RESPROUTS AND SEEDLINGS JUST OUTSIDE PLOT."
ZAC1200126,,"PLOT IN AN OPEN MEADOW WITH SPARSE OAKS.  THERE IS DENSE RIPARIAN VEGETATION (WITH FLOWING DRIBBLE OF WATER) WITH ABOUT 30ft CORRIDOR OF HIGHLY BURNED OAKS, ALL RESPROUTING.  HIGHER UPHILL IS STILL SPARSE BUT WITH PSMA'S.  BOTH SNAGS AND LIVE TREES."
ZAC1200132,,"STEEP, LOTS OF GRASS"
ZAC1200133,,"QUJO RESPROUTS W/ SEEDS OBSERVED, WOULD NOT HAVE SURVIVED ZACA FIRE."
ZAC1200262,,CONTROL
ZAC1200263,,CONTROL
ZAC1200264,,CONTROL.  GAEL DBH 6.
ZAC1200270,,CONTROL.  NO ADDITIONAL DATA ON SAPLINGS.
ZAC1200275,,CONTROL. NO ADDITIONAL SAPLING DATA
ZAC1200292,,CONTROL.  LOTS OF YUCCA
ZAC1200293,,CONTROL
ZSM1200001,nf,"THIS PLOT WAS CHOSEN BECAUSE OF A LARGE AMOUNT OF REGEN IN PLOT, IT RECIEVES EXTRA WATER RUNOFF FROM THE ROAD AND THERE IS A DRAINAGE AREA WHERE THE CONES AMASS."
ZSM1200002,,PLOT WAS CHOSEN BECAUSE HIGH SEVERITY AND PSMA IS THE DOMINANT SPECIES WITH GOOD NUMBER OF SURVING TREES.  AREA HAS OPEN UNDERSTORY WITH MEDIUM DENSITY CANOPY COVER - NOT MANY SHRUBS.
ZSM1200003,,"PLOT WAS CHOSEN FOR LOW FIRE SEVERITY, OPEN AREA IN A PSMA STAND.  LOTS OF REGEN ON OPEN SLOPE ABOVE AND BELOW PLOT."
ZSM1200004,,PLOT WAS CHOSEN FOR MIX OF PSMA AND QUCH IN A RIPARIAN DRAINAGE.
ZSM1200005,,"PLOT BORDERS HIGH SEVERITY STAND, AND IS ON A FLAT KNOB IN DRAINAGE BASIN."
ZSM1200006,,LOW SEVERITY STEEP SLOPE.  SPOTTY AREAS WITH HIGH AND NO BURN SEVERITY.  LOTS OF PSMA REGEN ACROSS DRAINAGE DITCH.
ZSM1200007,,"MID FIRE SEVERITY WITH LARGE PSMA IN AREA.  STEEP SLOPE, ON BORDER OF OPEN AREA.  OAK RESPROUTS NEARBY."
ZSM1200008,,"MODERATE SEVERITY, SEVERAL LARGE PSMA WITH HIGH SCORCH MARKS.  STEEP SLOPE, IN CANYON."
ZSM1200009,,"PARTIAL UNDERSTORY MORTALITY.  JUNIPER AND YUCCA IN PLOT, MANY CONES DISPERSED AND VARIOUS CONIFERS UPHILL."
ZSM1200010,,"LOW SEVERITY STAND WITH POCKETS OF HIGH SEVERITY, SIDE OF RIPARIAN CANYON."
ZSM1200011,,"STEEP SLOPE, OLDER GROWTH PSMA, CANYON WITH A PREDOMINANT PSMA STAND, A FEW RESPROUTS OUT OF PLOT."
ZSM1200012,,PSMA TREES ARE BURNED SEVERLY BUT SEEM TO BE RE-SPROUTING.  PHOTO 0620-1559
ZSM1200013,,"LOW FIRE SEVERITY WITH POST FIRE REGEN, LARGE COURSE WOODY DEBRIS IN PLOT."
ZSM1200014,,"PLOT WAS CHOSEN FOR LARGE PSMA PRESENT, CONES PRESENT ON THE GROUND, BUT NO PSMA SEEDLINGS WERE LOCATED WITHIN 20M OF PLOT CENTER.  DEAD SAPLINGS ARE ALSO IN PLOT."
ZSM1200015,,"FLAT AREA LOTS OF PSMA'S PRESENT, BUT NO REGEN NOT EVEN BY DRAINAGE."
ZSM1200016,,BASE OF CLIFF WITH LARGE SANDSTONE ROCKFACE.
ZSM1200017,,PLOT CHOSEN BECAUSE PSMA REGEN WAS FOUND IN THE MIDDLE OF QUCH TREES.
ZSM1200018,,"FOUND PSMA AND PICO REGEN, OAK RESPROUTS IN CANOPY"
ZSM1200019,,*NO LITTER OR DUFF RECORDED*  CHOSE PLOT TO ILLUSTRATE LACK OF PSMA REGEN WITHIN LIVE PSMA STAND.  LOTS OF PSMA CONES THOUGH.
ZSM1200020,,CHOSE PLOT BECAUSE IT HAD PSMA REGEN WHICH HAS BEEN SCARCE IN THIS AREA.  MISTLETOE ON QUWI.
ZSM1200021,,STEEP DROP OFF WEST OF PLOT CENTER WHERE PSMA SAPLINGS AND TREES ARE CLINGING ON FOR DEAR LIFE AS GROUND ERODES AWAY.  NO SEEDLINGS OBSERVED IN AREA BUT SAPLINGS ARE PRESENT.
ZSM1200022,,LOW SEVERITY PLOT SURROUNDED BY HIGH SEVERITY AREA.  LOST OF REGEN IN AREA.
ZSM1200023,,HIGH SEVERITY OUTSIDE PLOT BUT VERY LOW INSIDE PLOT.
ZSM1200024,,UNSTABLE BANK TO THE WEST OF PLOT.  HEALTHY PSMA STAND NOT MUCH UNDERSTORY.  LOTS OF PSMA SEEDLINGS 10m EAST.
ZSM1200025,,"OPEN AREA WITH DOMINANT INVASIVE GRASS, NEAR RIPARIAN AREA."
ZSM1200026,,"UNSTABLE GROUND ON SLOPE LOTS OF PSMA REGEN IN AREA, LOW FIRE SEVERITY, NO MUCH LITTER AND DUFF IN AREA, MODERATE-LOW UNDERSTORY COVER, LOTS OF PSMA CONES ON GROUND."
ZSM1200027,,TOP OF PSMA SEEDLINGS BROWSED.
ZSM1200028,,"LOOSE SOIL STEEP SLOPE, GOOD AMOUNT OF DUFF.  FAIRLY OPEN UNDERSTORY IN PLOT."
ZSM1200029,,"LITTER, MOSS, GRASS COVERS GROUND"
ZSM1200030,,"LOW SEVERITY IN PLOT, HIGHER OUTSIDE"
ZSM1200031,,"OPEN AREA, ERODED ROCK SLIDE, GROUND DOMINATED BY GRASS"
ZSM1200032,,"PLOT AT BASE OF CANYON, HIGH SEVERITY WITH LOWER SEVERITY ON CANYON WALLS.  MIX OF PSMA AND PSME CONES IN WASH, OAK RESPROUTS AND SEEDLINGS."
ZSM1200033,,"MANY PSMA CONES, GOOD MIX OF CONIFER AND HARDWOOD."
ZSM1200034,,NO PSMA REGEN IN AREA ALTHOUGH OAKS AND SHRUBS HAVE SEEDLINGS AND RESPROUTS.  SOME PSMA CONES SCATTERED AROUND AREA.
BAG1702,,COVER BY CC
BAG1318,,COVER BY CC
BAG1301,,COSE? #693-695
BAG1382,,MANZANITA? PIC B698-699
BAG1260,,
BAG1308,,
BAG1357,,COVER BY CC
BAG1312,,
BAG1306,,STUMP NEAR PLOT CENTER
BAG1360,,HARDWOOD ON PLOT BUT LESS THAN 4.5 CM @DBH
BAG1296,,
BAG1276,,TOOK 20 PACES APPROX WEST TO AVOID ROAD
BAG1679,,COVER BY CC
BAG1537,,OREGON GRAPE? COVER BY CC
BAG1548,,COVER BY CC
BAG1349,,COVER BY CC
BAG1378,,COVER BY CC
BAG1719,,COVER BY CC
BAG1474,,
BAG1463,,
BAG1545,,RULE ALSO A COMMON SHRUB. COVER BY CC
BAG1570,,COVER BY CC
BAG1566,i,"COVER BY CC #RESPROUT_INCOMPLETE FIVE PERCENT COVER OF QUCH WAS PUT IN SHRUB, THEN WE ADDED IT TO HARDWOOD, MADE IT 15 PERCENT"
BAG1535,,COVER BY CC
BAG1614,,COVER BY CC
BAG1651,,COVER BY CC
BAG1633,,COVER BY CC
BAG1640,,COVER BY CC
BAG1626,,COVER MOSTLY BY CC SEE STICKY
BAG1072,,TOOK 20 PACES AWAY FROM ROAD TO AVOID ROAD EFFECT COVER BY CC
BAG1045,,COVER BY CC
BAG1082,,PIC TAKEN NORTH TO SOUTH SOUTH PIC WOULD BE USELESS DUE TO SHRUB COVER BY CC
BAG1085,,MOVED 20 PACES OFF ROAD COVER BY CC
BAG1163,,COVER BY CC
BAG1221,,MOVED 20 PACES OFF OF ROAD SOME HARDWOOD RESPROUT NUMBERS ARE ROUGH- HARD TO NAVIGATE PLOT COVER BY CC
BAG1089,,"CONU SEEDLING INTERESTING CONDITION- TWO SPROUTS OUT OF SAME SPOT, BUT ODES NOT APPEAR TO BE RESPROUT- PIC B767 COVER BY CC"
BAG1061,,PIC IS FROM NORTH TO SOUTH COVER BY CC
BAG1074,,COVER BY CC
BAG1659,,PIC IS FROM NORTH TO SOUTH COVER BY CC
BAG1693,,COVER BY CC
BAG1661,,
BAG1658,,FIRE NEARBY- SOME BURNED STUMPS CUT STUMPS WITH SCORCH MARKS ON TOP COVER BY CC
BAG1677,,COVER BY CC
BAG1669,,COVER BY CC
BAG1678,,COVER BY CC
BAG1703,,COVER BY CC
BAG1723,,COVER BY CC
BAG1747,,COVER BY CC
BAG1821,,
BAG1844,,
BAG1861,,
BAG1860,,
BAG1868,,
BAG1870,,
BAG1851,,
BAG1838,,
BAG1829,,
BAG1814,,
BAG1784,,MOVED 20 PACES FROM PLOT AWAY FROM ROAD
BAG1766,,WALKED 20 PACES OFF OF ROAD
BAG1822,,
BAG1810,,
BAG1791,,
BAG1654,,
BAG1733,,COULDN'T GET BASAL AREA OF TOTAL- UNDERSTORY OBSTRUCTED MOST OF VIEW- VERY DENSE THICKET OF YOUNG TREES
BAG1683,,NO PHOTO NUMBER OR MODAL HEIGHT
BAG1489,,
BAG1496,,CONU AND WILLOWS NEAR BOT NOT IN PLOT MOVED 20 PACES AWAY FROM ROAD FIREBURNED NEAR EDGE OF ROAD BUT DIDN’T JUMP FIRE BREAK
BAG1557,,
BAG1855,,
CHI0167,,
CHI0254,,
CHI0068,,
CHI0256,,
CHI0158,,
CHI0134,,
CHI0251,,
CHI0139,,
CHI0083,,MOVED 20 METERS TO AVOID CREEKBED
CHI0108,,
CHI0082,,LOTS OF BOULDERS
CHI0075,,
CHI0078,,
CHI0072,,
CHI0090,,
CHI0107,,
CHI0087,,
CHI0241,,
CHI0239,,
CHI0224,,
CHI0061,,
CHI0047,,
CHI0037,,
CHI0092,,
CHI0069,,
CHI0059,,
CHI0081,,
CHI0003,,
CHI0006,,
CHI0035,,
CHI0073,,
CHI0058,,
CHI0057,,
CHI0032,,"MOVED 20 M FROM THE PLOT, BECAUSE IT WAS TOO CLOSE TO THE ROAD"
CHI0186,,MOVED 20 M FROM THE PLOT BECAUSE IT WAS TOO CLOSE TO THE ROAD
CHI0051,,
CHI0077,,2 TREES PAINTED AT DBH
CHI0065,,A FEW TREES SPRAY PAINTED BLUE AND WHITE. POSSIBLE FUTURE MANAGEMENT.
CHI0192,,
CHI1876,,
CHI2471,,
CHI2021,,
CHI0133,,PIT MOUND
CHI0030,,
CHI0011,,MOVED 20 M FROM ROAD
CHI0020,,
CHI0117,,
CHI0174,,
CHI0176,,
CHI0193,,
CHI0180,,
CHI0205,,
CHI0202,,
CHI1213,,
CHI0195,,
CHI0204,,BLUE SPRAY PAINTED TREES CLOSE TO PLOT
CHI0203,,
CHI0189,,
CHI0130,,
CHI0119,,
CHI0106,,
CHI0123,,
CHI0103,,
CHI0114,,
CHI0245,,
CHI0259,,
CHI0233,,
CHI0243,,
CHI0262,,
CHI1943,,
CHI1736,,Moved 20 paces (close to the stream)
CHI1835,,
CHI1788,,
CHI1767,,
CHI1775,,
CHI1879,,
CHI1886,,
CHI2212,,
CHI2272,,
CHI2362,,
CHI0124,,
CHI0194,,WE HAD TO MOVE 20 M BECAUSE IT WAS TO CLOSE TO ROAD. 4 OLD CUT STUMPS INSIDE THE PLOT. THIS IS ISAS LAST PLOT
CHI2030,,
CHI0080,,
CHI0086,,
CHI0105,,
CHI0070,,
CHI2045,,
CHI2072,,
CHI1248,,
CHI2277,,
CHI2097,,
CHI1865,,
CHI19009,,
CHI1947,,
CHI1923,,
CHI2086,,
CHI2055,,
CHI1902,,
CHI1970,,
CHI2100,,
CHI2088,,
CHI2333,,
CHI2394,,
CHI2524,,
CHI1716,,
CHI1922,,
CHI1805,,
CHI1832,,
CHI1981,,
CHI1978,,
