"ID","Regen_Plot","COUNT TOTAL","Species","5yr","6yr","7yr","8yr","9yr","10yr","11yr","12yr","._sprouts","DBH (cm)","talst_age","tallest_ht_cm","tallest_lastyr_cm"
1009,"BTU1300087","1","LIDE3",1,,,,,,,,7,,5.00,240.00,27.00
1010,"BTU1300095","1","LIDE3",1,,,,,,,,13,,5.00,215.00,20.00
1011,"BTU1300095","1","LIDE3",1,,,,,,,,5,,5.00,155.00,22.00
1012,"BTU1300095","1","LIDE3",1,,,,,,,,4,,5.00,146.00,23.00
1013,"BTU1300097","1","LIDE3",1,,,,,,,,10,,5.00,245.00,32.00
1014,"BTU1300097","1","LIDE3",1,,,,,,,,6,,5.00,200.00,28.00
1015,"BTU1300111","1","QUCH2",1,,,,,,,,4,,5.00,44.00,11.00
1016,"BTU1300116","1","LIDE3",1,,,,,,,,11,,5.00,130.00,25.00
1017,"BTU1300116","1","LIDE3",1,,,,,,,,8,,5.00,110.00,27.00
1018,"BTU1300116","1","LIDE3",1,,,,,,,,13,,5.00,115.00,32.00
1019,"BTU1300116","1","CONU4",1,,,,,,,,22,,5.00,100.00,18.00
1020,"BTU1300128","1","QUCH2",1,,,,,,,,4,,5.00,80.00,20.00
1021,"BTU1300128","1","QUCH2",1,,,,,,,,6,,5.00,110.00,30.00
1022,"BTU1300156","1","QUKE",1,,,,,,,,20,,5.00,225.00,30.00
1023,"BTU1300157","1","QUKE",1,,,,,,,,5,,5.00,240.00,38.00
1025,"BTU1300161","1","QUKE",1,,,,,,,,4,,5.00,90.00,20.00
1026,"BTU1300161","1","QUKE",1,,,,,,,,3,,5.00,90.00,11.00
1027,"BTU1300161","1","QUKE",1,,,,,,,,7,,5.00,100.00,19.00
1028,"BTU1300161","1","QUKE",1,,,,,,,,5,".3",5.00,150.00,24.00
1029,"BTU1300164","1","QUKE",1,,,,,,,,10,,5.00,150.00,20.00
1032,"DEP0900001","2","QUKE",2,,,,,,,,,,5.00,350.00,27.00
1033,"DEP0900002","2","QUCH2",2,,,,,,,,,,5.00,135.00,24.00
1034,"DEP0900002","6","QUKE",6,,,,,,,,,,5.00,320.00,39.00
1035,"DEP0900004","2","QUKE",2,,,,,,,,,,5.00,138.00,30.00
1036,"DEP0900006","1","CONU4",1,,,,,,,,,,5.00,25.00,10.00
1037,"DEP0900007","1","QUKE",1,,,,,,,,,,5.00,165.00,28.00
1038,"DEP0900009","1","QUKE",1,,,,,,,,,,5.00,135.00,19.00
1039,"DEP0900010","21","QUCH2",21,,,,,,,,,,5.00,225.00,31.00
1040,"DEP0900019","4","QUCH2",4,,,,,,,,,,5.00,225.00,25.00
1041,"DEP0900023","6","QUCH2",6,,,,,,,,,,5.00,250.00,27.00
1042,"DEP0900027","3","QUCH2",3,,,,,,,,,,5.00,250.00,35.00
1043,"DEP0900028","5","QUCH2",5,,,,,,,,,,5.00,205.00,35.00
1044,"DEP0900031","4","UMCA",4,,,,,,,,,,5.00,450.00,51.00
1045,"DEP0900031","1","QUCH2",1,,,,,,,,,,5.00,200.00,34.00
1046,"DEP0900033","1","QUCH2",1,,,,,,,,,,5.00,235.00,35.00
1047,"DEP0900042","1","QUCH2",1,,,,,,,,,,5.00,175.00,30.00
1048,"FRD0900013","1","QUKE",1,,,,,,,,,,5.00,120.00,32.00
1050,"FRD0900020","2","QUCH2",2,,,,,,,,,,5.00,100.00,12.00
1051,"FRD0900021","3","QUCH2",3,,,,,,,,,,5.00,120.00,29.00
1052,"FRD0900023","2","QUCH2",2,,,,,,,,,,5.00,155.00,27.00
1053,"FRD0900026","4","QUCH2",4,,,,,,,,,,5.00,55.00,18.00
1054,"FRD0900028","1","QUCH2",1,,,,,,,,,,5.00,170.00,40.00
1055,"FRD0900029","7","QUCH2",7,,,,,,,,,,5.00,55.00,25.00
1056,"FRD0900035","1","QUCH2",1,,,,,,,,,,5.00,60.00,28.00
1057,"FRD0900037","2","QUKE",2,,,,,,,,,,5.00,201.00,32.00
1058,"FRD0900040","3","QUCH2",3,,,,,,,,,,5.00,165.00,35.00
1059,"FRD0900042","1","QUCH2",1,,,,,,,,,,5.00,120.00,23.00
1060,"FRD0900043","1","QUCH2",1,,,,,,,,,,5.00,45.00,5.00
1061,"FRD0900044","1","QUCH2",1,,,,,,,,,,5.00,85.00,33.00
1062,"FRD0900045","1","QUCH2",1,,,,,,,,,,5.00,135.00,37.00
1063,"FRD0900046","1","QUCH2",1,,,,,,,,,,5.00,87.00,29.00
1064,"FRD0900047","2","QUCH2",2,,,,,,,,,,5.00,62.00,12.00
1065,"FRD0900048","1","QUCH2",1,,,,,,,,,,5.00,82.00,13.00
1066,"FRD0900050","2","QUCH2",2,,,,,,,,,,5.00,100.00,10.00
1067,"FRD0900053","2","QUKE",2,,,,,,,,,,5.00,230.00,38.00
1068,"FRD0900055","7","QUCH2",7,,,,,,,,,,5.00,130.00,28.00
1070,"FRD0900056","2","QUCH2",2,,,,,,,,,,5.00,165.00,44.00
1072,"FRD0900057","1","QUCH2",1,,,,,,,,,,5.00,80.00,15.00
1073,"FRD0900058","1","QUKE",1,,,,,,,,,,5.00,350.00,35.00
1074,"FRD0900058","1","QUCH2",1,,,,,,,,,,5.00,50.00,5.00
1075,"FRD0900059","1","QUCH2",1,,,,,,,,,,5.00,125.00,38.00
1076,"FRD0900059","1","QUKE",1,,,,,,,,,,5.00,300.00,60.00
1077,"FRD0900060","1","QUCH2",1,,,,,,,,,,5.00,150.00,26.00
1078,"FRD0900061","1","QUCH2",1,,,,,,,,,,5.00,75.00,20.00
1079,"FRD0900063","9","QUCH2",9,,,,,,,,,,5.00,145.00,55.00
1080,"FRD0900064","2","QUCH2",2,,,,,,,,,,5.00,55.00,15.00
1081,"FRD0900065","1","QUCH2",1,,,,,,,,,,5.00,195.00,28.00
1082,"FRD0900066","2","QUCH2",2,,,,,,,,,,5.00,126.00,36.00
1083,"FRD0900067","2","QUCH2",2,,,,,,,,,,5.00,135.00,40.00
1084,"FRD0900069","6","QUCH2",6,,,,,,,,,,5.00,185.00,37.00
1085,"FRD0900070","4","QUCH2",4,,,,,,,,,,5.00,165.00,36.00
1086,"FRD0900071","2","QUCH2",2,,,,,,,,,,5.00,165.00,70.00
1087,"FRD0900075","1","QUKE",1,,,,,,,,,,5.00,45.00,8.00
1088,"FRD0900076","1","QUKE",1,,,,,,,,,,5.00,220.00,35.00
1089,"FRD0900077","1","QUCH2",1,,,,,,,,,,5.00,38.00,7.00
1090,"FRD0900078","1","QUCH2",1,,,,,,,,,,5.00,130.00,20.00
1091,"FRD0900078","1","QUKE",1,,,,,,,,,,5.00,85.00,22.00
1092,"FRD0900080","1","QUKE",1,,,,,,,,,,5.00,220.00,31.00
1093,"FRD0900082","7","QUCH2",7,,,,,,,,,,5.00,149.00,28.00
1094,"FRD0900083","2","QUCH2",2,,,,,,,,,,5.00,135.00,20.00
1095,"FRD0900084","2","QUCH2",2,,,,,,,,,,5.00,155.00,45.00
1096,"FRD0900085","2","QUCH2",2,,,,,,,,,,5.00,115.00,42.00
1097,"FRD0900087","9","QUCH2",9,,,,,,,,,,5.00,155.00,31.00
1098,"FRD0900088","1","QUCH2",1,,,,,,,,,,5.00,140.00,22.00
1099,"FRD0900089","2","QUCH2",2,,,,,,,,,,5.00,110.00,25.00
1100,"FRD0900090","5","QUCH2",5,,,,,,,,,,5.00,165.00,25.00
1101,"FRD0900091","4","QUCH2",4,,,,,,,,,,5.00,146.00,32.00
1102,"FRD0900091","1","QUKE",1,,,,,,,,,,5.00,248.00,51.00
1103,"FRD0900092","1","QUCH2",1,,,,,,,,,,5.00,78.00,34.00
1104,"FRD0900093","2","QUCH2",2,,,,,,,,,,5.00,95.00,19.00
1105,"FRD0900093","1","QUKE",1,,,,,,,,,,5.00,250.00,58.00
1106,"FRD0900097","1","QUCH2",1,,,,,,,,,,5.00,145.00,22.00
1107,"FRD0900098","1","QUKE",1,,,,,,,,,,5.00,230.00,70.00
1108,"FRD0900101","4","QUCH2",4,,,,,,,,,,5.00,120.00,28.00
1109,"FRD0900102","1","QUCH2",1,,,,,,,,,,5.00,112.00,7.00
1110,"FRD0900103","11","QUCH2",11,,,,,,,,,,5.00,165.00,28.00
1111,"FRD0900105","1","QUCH2",1,,,,,,,,,,5.00,192.00,37.00
1112,"FRD0900105","2","QUKE",2,,,,,,,,,,5.00,225.00,42.00
1113,"FRD0900106","1","QUKE",1,,,,,,,,,,5.00,290.00,37.00
1114,"FRD0900106","2","QUCH2",2,,,,,,,,,,5.00,153.00,26.00
1115,"FRD0900107","2","QUCH2",2,,,,,,,,,,5.00,165.00,30.00
1116,"FRD0900109","1","QUKE",1,,,,,,,,,,5.00,212.00,40.00
1117,"FRD0900109","2","QUCH2",2,,,,,,,,,,5.00,125.00,31.00
1118,"FRD0900110","1","QUKE",1,,,,,,,,,,5.00,210.00,55.00
1119,"FRD0900111","1","QUCH2",1,,,,,,,,,,3.00,43.00,15.00
1121,"FRD0900115","3","QUCH2",3,,,,,,,,,,4.00,110.00,16.00
1122,"FRD0900117","3","QUCH2",3,,,,,,,,,,5.00,155.00,36.00
1123,"FRD0900118","1","QUCH2",1,,,,,,,,,,5.00,145.00,45.00
1124,"FRD0900119","1","QUCH2",1,,,,,,,,,,5.00,155.00,18.00
1125,"FRD0900120","3","QUCH2",3,,,,,,,,,,5.00,110.00,48.00
1126,"FRD0900121","2","QUCH2",2,,,,,,,,,,5.00,165.00,22.00
1127,"FRD0900123","1","QUKE",1,,,,,,,,,,5.00,120.00,20.00
1128,"FRD0900124","3","QUCH2",3,,,,,,,,,,5.00,110.00,29.00
1129,"FRD0900124","1","QUKE",1,,,,,,,,,,5.00,320.00,33.00
1130,"FRD0900125","3","QUCH2",3,,,,,,,,,,5.00,170.00,31.00
1131,"FRD0900125","1","QUKE",1,,,,,,,,,,5.00,250.00,40.00
1132,"FRD0900128","5","QUCH2",5,,,,,,,,,,5.00,95.00,15.00
1133,"FRD0900129","2","QUCH2",2,,,,,,,,,,5.00,110.00,15.00
1134,"FRD0900130","5","QUCH2",5,,,,,,,,,,5.00,119.00,19.00
1135,"FRD0900130","2","QUKE",2,,,,,,,,,,5.00,154.00,39.00
1136,"FRD0900131","14","QUCH2",14,,,,,,,,,,5.00,163.00,30.00
1137,"FRD0900132","3","QUCH2",3,,,,,,,,,,5.00,80.00,18.00
1138,"FRD0900132","1","QUKE",1,,,,,,,,,,5.00,135.00,27.00
1139,"FRD0900134","2","QUCH2",2,,,,,,,,,,5.00,95.00,15.00
1140,"FRD0900135","3","QUCH2",3,,,,,,,,,,5.00,114.00,16.00
1141,"PNP1000031","1","LIDE3",,,,,,,1,,5,,11.00,114.00,16.00
1142,"PNP1000037","2","LIDE3",,,,,,,2,,13,,11.00,95.00,8.00
1143,"PNT1000001","14","ARME",14,,,,,,,,,,5.00,90.00,12.00
1144,"PNT1000001","2","LIDE3",1,1,,,,,,,,,6.00,54.00,10.00
1145,"PNT1000002","1","CONU4",1,,,,,,,,,,2.00,30.00,13.00
1146,"PNT1000002","1","QUCH2",1,,,,,,,,,,4.00,68.00,10.00
1147,"PNT1000003","4","LIDE3",1,1,2,,,,,,,,7.00,100.00,12.00
1148,"PNT1000004","2","ARME",2,,,,,,,,,,3.00,48.00,17.00
1149,"PNT1000005","3","ARME",3,,,,,,,,,,4.00,27.00,3.00
1150,"PNT1000006","3","ARME",3,,,,,,,,,,5.00,140.00,26.00
1151,"PNT1000007","1","QUCH2",1,,,,,,,,,,4.00,80.00,13.00
1152,"PNT1000012","2","QUCH2",,2,,,,,,,,,6.00,120.00,10.00
1153,"PNT1000029","1","QUCH2",,,,,,,1,,,,11.00,150.00,18.00
1154,"PNT1000036","2","QUCH2",,,,,,,2,,,,11.00,85.00,23.00
1155,"PNT1000037","7","QUCH2",1,,,,,,6,,,,11.00,110.00,22.00
1156,"PNT1000055","1","ARME",1,,,,,,,,,,5.00,87.00,23.00
1157,"PNT1000064","4","ARME",4,,,,,,,,,,4.00,73.00,21.00
1158,"PNT1000067","1","QUKE",,,,,,,1,,,,11.00,130.00,7.00
1159,"PNT1000075","3","ARME",,3,,,,,,,,,3.00,47.00,10.00
1160,"PNT1000075","1","LIDE3",,1,,,,,,,,,6.00,57.00,8.00
1161,"PNT1000078","3","LIDE3",,,,,,,3,,4,,11.00,150.00,22.00
1162,"PNT1000078","2","LIDE3",,,,,,,2,,,,11.00,125.00,12.00
1163,"PNT1000088","1","LIDE3",,,,,,,1,,1,,11.00,100.00,7.00
1164,"PNT1000089","1","LIDE3",,,,,,,1,,,,11.00,100.00,10.00
1165,"PNT1000095","5","LIDE3",,,,,,,5,,5,,11.00,110.00,9.00
1166,"PNT1000096","3","ARME",2,1,,,,,,,,,6.00,90.00,12.00
1167,"PNT1000096","4","LIDE3",4,,,,,,,,,,4.00,120.00,12.00
1168,"PNT1000118","1","ARME",,,,,,,1,,1,,3.00,80.00,40.00
1169,"PNT1000125","1","LIDE3",,,,,,,1,,11,,11.00,81.00,15.00
1170,"PNT1000135","1","LIDE3",,,,,,,1,,7,,11.00,62.00,12.00
1171,"PWR0900023","1","QUCH2",1,,,,,,,,,,5.00,30.00,10.00
1172,"PWR0900024","7","QUCH2",7,,,,,,,,,,5.00,115.00,28.00
1173,"PWR0900024","1","QUKE",1,,,,,,,,,,5.00,350.00,75.00
1174,"PWR0900027","1","QUCH2",1,,,,,,,,,,5.00,90.00,25.00
1175,"PWR0900028","1","QUCH2",,,,,,,,,,,,,
1176,"PWR0900029","2","QUCH2",2,,,,,,,,,,5.00,82.00,14.00
1177,"PWR0900030","3","QUCH2",3,,,,,,,,,,5.00,150.00,32.00
1178,"PWR0900040","1","QUCH2",1,,,,,,,,,,5.00,45.00,12.00
1179,"PWR0900042","4","QUCH2",4,,,,,,,,,,5.00,60.00,10.00
1180,"PWR0900047","1","QUKE",1,,,,,,,,,,5.00,225.00,60.00
1181,"PWR0900048","1","QUKE",1,,,,,,,,,,5.00,290.00,38.00
1182,"PWR0900050","1","QUCH2",1,,,,,,,,,,5.00,112.00,12.00
1183,"PWR0900059","1","QUKE",1,,,,,,,,,,5.00,160.00,25.00
1184,"PWR0900061","2","QUCH2",2,,,,,,,,,,5.00,45.00,9.00
1185,"PWR0900066","1","QUCH2",1,,,,,,,,,,5.00,113.00,39.00
1186,"PWR0900067","3","QUCH2",3,,,,,,,,,,5.00,135.00,22.00
1187,"PWR0900068","1","QUCH2",1,,,,,,,,,,5.00,120.00,30.00
1188,"PWR0900069","2","QUCH2",2,,,,,,,,,,5.00,140.00,45.00
1189,"PWR0900072","1","QUCH2",1,,,,,,,,,,5.00,135.00,21.00
1190,"PWR0900074","2","QUCH2",2,,,,,,,,,,5.00,95.00,24.00
1191,"PWR0900074","2","QUKE",2,,,,,,,,,,5.00,145.00,44.00
1192,"PWR0900075","3","QUCH2",3,,,,,,,,,,5.00,190.00,47.00
1193,"PWR0900077","1","QUKE",1,,,,,,,,,,5.00,10.00,4.00
1194,"PWR0900088","1","QUCH2",1,,,,,,,,,,5.00,125.00,24.00
1195,"PWR0900088","1","QUKE",1,,,,,,,,,,5.00,320.00,50.00
1196,"PWR0900089","2","QUCH2",2,,,,,,,,,,5.00,160.00,52.00
1197,"PWR0900090","2","QUCH2",2,,,,,,,,,,5.00,210.00,33.00
1198,"PWR0900090","1","QUKE",1,,,,,,,,,,5.00,320.00,85.00
1199,"PWR0900091","1","QUCH2",1,,,,,,,,,,5.00,150.00,24.00
1200,"PWR0900092","1","QUKE",1,,,,,,,,,,5.00,300.00,48.00
1201,"PWR0900097","1","QUKE",1,,,,,,,,,,5.00,80.00,15.00
1202,"PWR0900098","1","QUCH2",1,,,,,,,,,,5.00,30.00,6.00
1203,"PWR0900098","1","QUKE",1,,,,,,,,,,5.00,167.00,39.00
1204,"PWR0900114","4","QUCH2",4,,,,,,,,,,5.00,45.00,8.00
1205,"PWR0900115","1","QUKE",1,,,,,,,,,,5.00,300.00,77.00
1206,"PWR0900118","1","QUCH2",1,,,,,,,,,,5.00,215.00,48.00
1207,"PWR0900119","6","QUCH2",6,,,,,,,,,,5.00,230.00,40.00
1208,"PWR0900121","3","QUCH2",3,,,,,,,,,,5.00,135.00,33.00
1209,"PWR0900122","3","QUCH2",3,,,,,,,,,,5.00,120.00,14.00
1210,"PWR0900127","1","QUCH2",1,,,,,,,,,,5.00,220.00,40.00
1211,"PWR0900135","2","QUCH2",2,,,,,,,,,,5.00,220.00,50.00
1212,"PWR0900136","3","QUCH2",3,,,,,,,,,,5.00,155.00,36.00
1213,"PWR0900139","3","QUCH2",,,,,,,,,,,5.00,125.00,48.00
1214,"PWR0900140","1","QUCH2",1,,,,,,,,,,5.00,155.00,38.00
1215,"PWR0900141","1","QUCH2",1,,,,,,,,,,5.00,150.00,35.00
1216,"PWR0900142","2","QUCH2",2,,,,,,,,,,5.00,165.00,18.00
1217,"PWR0900144","1","QUCH2",5,,,,,,,,,,5.00,175.00,60.00
1218,"PWR0900145","1","QUCH2",1,,,,,,,,,,5.00,110.00,25.00
1219,"PWR0900146","6","QUCH2",6,,,,,,,,,,5.00,120.00,20.00
1220,"PWR0900148","2","QUCH2",2,,,,,,,,,,5.00,200.00,65.00
1221,"PWR0900150","1","QUCH2",1,,,,,,,,,,5.00,65.00,10.00
1222,"PWR0900150","4","QUKE",4,,,,,,,,,,5.00,30.00,10.00
1223,"PWR0900151","2","QUCH2",2,,,,,,,,,,5.00,100.00,10.00
1224,"PWR0900152","1","QUCH2",1,,,,,,,,,,5.00,110.00,18.00
1225,"PWR0900153","2","QUCH2",2,,,,,,,,,,5.00,120.00,22.00
1226,"PWR0900164","3","QUCH2",3,,,,,,,,,,5.00,170.00,28.00
1227,"PWR0900165","3","QUCH2",3,,,,,,,,,,5.00,190.00,20.00
1228,"PWR0900165","1","QUKE",1,,,,,,,,,,5.00,400.00,60.00
1229,"PWR0900169","1","QUCH2",1,,,,,,,,,,5.00,165.00,45.00
1230,"PWR0900169","2","QUKE",2,,,,,,,,,,5.00,190.00,51.00
1231,"PWR0900170","3","QUCH2",3,,,,,,,,,,5.00,240.00,37.00
1232,"PWR0900172","1","QUCH2",1,,,,,,,,,,4.00,50.00,10.00
1233,"PWR0900172","1","QUKE",1,,,,,,,,,,5.00,250.00,14.00
1234,"PWR0900173","2","QUCH2",2,,,,,,,,,,5.00,110.00,15.00
1235,"PWR0900180","1","QUCH2",1,,,,,,,,,,5.00,145.00,20.00
1236,"PWR0900180","3","QUKE",3,,,,,,,,,,5.00,120.00,26.00
1237,"PWR0900187","2","QUCH2",2,,,,,,,,,,5.00,50.00,10.00
1238,"PWR0900188","2","QUCH2",2,,,,,,,,,,5.00,170.00,13.00
1239,"PWR0900188","1","QUKE",1,,,,,,,,,,5.00,215.00,43.00
1240,"PWR0900189","1","QUCH2",1,,,,,,,,,,5.00,90.00,27.00
1241,"PWR0900190",,"QUCH2",2,,,,,,,,,,5.00,40.00,12.00
1242,"PWR0900197","7","QUCH2",7,,,,,,,,,,5.00,150.00,22.00
1243,"PWR0900198","1","QUCH2",1,,,,,,,,,,5.00,165.00,22.00
1244,"PWR0900199","4","QUCH2",4,,,,,,,,,,5.00,195.00,38.00
1245,"PWR0900199","1","QUKE",1,,,,,,,,,,5.00,192.00,41.00
1246,"PWR0900202","2","QUCH2",2,,,,,,,,,,5.00,37.00,10.00
1247,"PWR0900206","9","QUCH2",9,,,,,,,,,,5.00,200.00,45.00
1248,"PWR0900207","3","QUCH2",3,,,,,,,,,,5.00,100.00,17.00
1249,"PWR0900214","9","QUCH2",9,,,,,,,,,,5.00,114.00,17.00
1250,"PWR0900214","1","QUKE",1,,,,,,,,,,5.00,155.00,30.00
1251,"PWR0900215","1","QUCH2",1,,,,,,,,,,5.00,100.00,22.00
1252,"PWR0900215","1","QUKE",1,,,,,,,,,,5.00,110.00,20.00
1253,"PWR0900219","5","QUCH2",5,,,,,,,,,,5.00,18.00,20.00
1254,"PWR0900220","1","QUKE",1,,,,,,,,,,5.00,185.00,35.00
1255,"PWR0900224","1","QUCH2",1,,,,,,,,,,5.00,220.00,62.00
1256,"PWR0900225","4","QUCH2",4,,,,,,,,,,5.00,165.00,48.00
1257,"PWR0900233","2","QUCH2",2,,,,,,,,,,5.00,180.00,30.00
1258,"PWR0900242","1","QUCH2",1,,,,,,,,,,5.00,150.00,35.00
1259,"PWR0900244","7","QUCH2",7,,,,,,,,,,5.00,170.00,35.00
1260,"PWR0900244","1","QUKE",1,,,,,,,,,,5.00,300.00,55.00
1261,"PWR0900245","1","QUCH2",1,,,,,,,,,,5.00,155.00,17.00
1262,"PWR0900245","1","QUKE",1,,,,,,,,,,5.00,250.00,50.00
1263,"PWR0900248","1","QUCH2",1,,,,,,,,,,5.00,145.00,30.00
1264,"PWR0900255","6","QUCH2",6,,,,,,,,,,5.00,185.00,50.00
1265,"PWR0900256","2","QUCH2",2,,,,,,,,,,5.00,130.00,25.00
1266,"PWR0900258","8","QUCH2",8,,,,,,,,,,5.00,125.00,28.00
1267,"PWR0900262","1","QUCH2",1,,,,,,,,,,5.00,90.00,22.00
1268,"PWR0900266","5","QUCH2",5,,,,,,,,,,5.00,160.00,35.00
1269,"PWR0900274","7","QUCH2",7,,,,,,,,,,5.00,250.00,60.00
1270,"PWR0900277","4","QUCH2",4,,,,,,,,,,5.00,140.00,45.00
1271,"PWR0900281","3","QUKE",3,,,,,,,,,,5.00,225.00,28.00
1272,"PWR0900283","4","QUCH2",4,,,,,,,,,,5.00,195.00,27.00
1273,"PWR0900283","1","QUKE",1,,,,,,,,,,5.00,320.00,34.00
1274,"SIM1000001","3","LIDE3",,,3,,,,,,13,,7.00,350.00,28.00
1275,"SIM1000002","1","ARME",,,1,,,,,,,,7.00,120.00,48.00
1276,"SIM1000003","4","LIDE3",,,4,,,,,,10,,7.00,4.00,32.00
1277,"SIM1000005","2","LIDE3",,2,,,,,,,10,,6.00,450.00,22.00
1278,"SIM1000005","2","QUCH2",,2,,,,,,,18,,6.00,170.00,18.00
1279,"SIM1000006","7","LIDE3",,,7,,,,,,,,7.00,4.20,27.00
1280,"SIM1000009","1","QUCH2",,,1,,,,,,,,7.00,100.00,
1281,"SIM1000011","7","LIDE3",,,7,,,,,,10,,7.00,550.00,45.00
1282,"SIM1000014","1","QUKE",,,1,,,,,,,,7.00,70.00,10.00
1283,"SIM1000016","1","ARME",,,1,,,,,,11,,7.00,420.00,37.00
1284,"SIM1000017","2","QUCH2",2,,,,,,,,,,5.00,150.00,
1285,"SIM1000018","30","ARME",,30,,,,,,,,,6.00,65.00,8.00
1286,"SIM1000018","6","QUCH2",,6,,,,,,,,,6.00,130.00,12.00
1287,"SIM1000019","2","QUCH2",,2,,,,,,,,,6.00,130.00,15.00
1288,"SIM1000021","9","LIDE3",,,9,,,,,,23,,7.00,550.00,24.00
1289,"SIM1000022","1","LIDE3",,,1,,,,,,,,6.00,300.00,
1290,"SIM1000024","1","LIDE3",,,1,,,,,,,,7.00,40.00,8.00
1291,"SIM1000025","2","QUCH2",,,2,,,,,,,,6.00,45.00,2.00
1292,"SIM1000025","1","QUWI",,,1,,,,,,,,6.00,90.00,10.00
1293,"SIM1000026","4","ARME",,,4,,,,,,13,,7.00,300.00,
1294,"SIM1000026","1","QUCH2",,,1,,,,,,,,5.00,200.00,
1295,"SIM1000027","1","QUCH2",,,1,,,,,,,,6.00,100.00,
1296,"SIM1000028","1","LIDE3",,,1,,,,,,,,7.00,160.00,
1297,"SIM1000029","18","LIDE3",,,18,,,,,,7,,7.00,500.00,28.00
1298,"SIM1000029","2","QUCH2",,,2,,,,,,3,,7.00,220.00,57.00
1299,"SIM1000030","2","ARME",,2,,,,,,,10,,6.00,200.00,
1300,"SIM1000030","6","LIDE3",,,6,,,,,,,,6.00,250.00,
1301,"SIM1000032","8","LIDE3",,,8,,,,,,,,,,
1302,"SIM1000036","7","LIDE3",,,7,,,,,,18,,7.00,400.00,4.00
1303,"SIM1000036","1","QUCH2",,1,,,,,,,4,,6.00,140.00,15.00
1304,"SIM1000037","1","ARME",,,1,,,,,,9,,7.00,450.00,
1305,"SIM1000038","11","LIDE3",,,1,,,,,,14,,7.00,370.00,18.00
1306,"SIM1000041","1","QUKE",,,2,,,,,,10,,7.00,350.00,26.00
1307,"SIM1000042","10","LIDE3",,,10,,,,,,,,7.00,350.00,
1308,"SIM1000043","5","LIDE3",,5,,,,,,,13,,6.00,550.00,17.00
1309,"SIM1000044","1","LIDE3",,,1,,,,,,7,,7.00,340.00,30.00
1310,"SIM1000045","1","LIDE3",,,1,,,,,,9,,7.00,240.00,40.00
1311,"SIM1000047","2","QUKE",,2,,,,,,,13,,6.00,50.00,5.00
1312,"SIM1000048","1","ACMA",,1,,,,,,,17,,6.00,530.00,12.00
1313,"SIM1000048","1","LIDE3",,1,,,,,,,6,,7.00,200.00,24.00
1314,"SIM1000049","10","QUCH2",,,10,,,,,,8,,7.00,190.00,14.00
1315,"SIM1000050","5","LIDE3",,,5,,,,,,10,,6.00,400.00,35.00
1316,"SIM1000050","1","QUKE",,,1,,,,,,5,,7.00,290.00,11.00
1317,"SIM1000051","2","QUKE",,2,,,,,,,7,,6.00,400.00,15.00
1318,"SIM1000052","6","LIDE3",,6,,,,,,,8,,6.00,550.00,31.00
1319,"SIM1000053","1","QUCH2",,1,,,,,,,10,,6.00,135.00,39.00
1320,"SIM1000054","3","LIDE3",,,3,,,,,,2,,7.00,300.00,57.00
1321,"SIM1000055","3","ARME",,,3,,,,,,2,,7.00,300.00,45.00
1322,"SIM1000055","10","LIDE3",,,10,,,,,,17,,7.00,400.00,23.00
1323,"SIM1000055","2","QUCH2",,,2,,,,,,7,,7.00,110.00,17.00
1324,"SIM1000056","2","LIDE3",,2,,,,,,,4,,6.00,170.00,15.00
1325,"SIM1000058","6","LIDE3",,,6,,,,,,,,7.00,250.00,
1326,"SIM1000058","1","QUCH2",,,1,,,,,,,,7.00,200.00,
1327,"SIM1000058","1","QUKE",,,1,,,,,,,,7.00,300.00,
1328,"SIM1000059","1","ARME",,1,,,,,,,3,,6.00,150.00,27.00
1329,"SIM1000059","1","QUCH2",,3,,,,,,,2,,6.00,90.00,18.00
1330,"SIM1000060","5","LIDE3",,,5,,,,,,9,,7.00,350.00,62.00
1331,"SIM1000061","7","LIDE3",,,7,,,,,,8,,7.00,450.00,40.00
1332,"SIM1000061","1","QUCH2",,,1,,,,,,5,,7.00,220.00,30.00
1333,"SIM1000062","16","LIDE3",,,16,,,,,,10,,7.00,3.20,24.00
1334,"SIM1000062","2","QUCH2",,,2,,,,,,5,,7.00,150.00,17.00
1335,"SIM1000063","4","LIDE3",,,4,,,,,,,,7.00,340.00,23.00
1336,"SIM1000065","1","ARME",,,1,,,,,,6,,7.00,95.00,33.00
1337,"SIM1000065","6","LIDE3",,,6,,,,,,25,,7.00,300.00,27.00
1338,"SIM1000068","1","ARME",,,1,,,,,,8,,7.00,250.00,45.00
1339,"SIM1000068","1","LIDE3",,,1,,,,,,9,,7.00,170.00,17.00
1340,"SIM1000068","2","QUCH2",,,2,,,,,,2,,7.00,150.00,16.00
1341,"SIM1000069","1","ARME",,,1,,,,,,3,,7.00,200.00,37.00
1342,"SIM1000069","3","LIDE3",,,3,,,,,,8,,7.00,330.00,45.00
1343,"SIM1000069","1","QUCH2",,,1,,,,,,3,,7.00,200.00,22.00
1344,"SIM1000070","1","LIDE3",,,1,,,,,,,,7.00,150.00,
1345,"SIM1000070","1","QUCH2",,,1,,,,,,,,7.00,160.00,
1346,"SIM1000072","1","ARME",,1,,,,,,,7,,6.00,370.00,45.00
1347,"SIM1000072","1","LIDE3",,1,,,,,,,5,,6.00,200.00,8.00
1348,"SIM1000072","1","QUKE",,1,,,,,,,7,,6.00,350.00,55.00
